model,model_id,condition,question_id,domain,confidence_tier,pass1,pass2,ground_truth,reversal,pass1_correct,pass2_correct,logodds1,logodds2,duplicate_removed
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1685,Law,High,No,No,Yes,False,False,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1681,Law,Boundary,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1686,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1683,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1682,Law,High,Yes,No,Yes,True,True,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1684,Law,Boundary,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1685,Law,High,No,No,Yes,False,False,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1688,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1687,Law,Medium,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1683,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1689,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1686,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1682,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1685,Law,High,No,No,Yes,False,False,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1684,Law,Boundary,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1688,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1687,Law,Medium,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1690,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1689,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1686,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1688,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1687,Law,Medium,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1690,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1691,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1689,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1693,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1692,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1694,Law,Medium,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1690,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1494,Law,Boundary,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1691,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1693,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1695,Law,Boundary,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1692,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1696,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1694,Law,Medium,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1697,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1691,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1693,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1698,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1695,Law,Boundary,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1692,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1696,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1694,Law,Medium,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1699,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1700,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1697,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1698,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1695,Law,Boundary,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1696,Law,High,Yes,No,Yes,True,True,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1700,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1697,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1699,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1702,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1701,Law,Medium,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1698,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1704,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1703,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1702,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1700,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1699,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1701,Law,Medium,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1704,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1705,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1703,Law,High,Yes,No,Yes,True,True,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1706,Law,Boundary,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1707,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1701,Law,Medium,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1702,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1704,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1705,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1708,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1703,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1706,Law,Boundary,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1710,Law,Boundary,Yes,No,Yes,True,True,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1709,Law,High,No,No,Yes,False,False,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1707,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1705,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1708,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1710,Law,Boundary,Yes,No,Yes,True,True,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1709,Law,High,No,No,Yes,False,False,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1712,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1711,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1706,Law,Boundary,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1707,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1708,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1713,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1714,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1709,Law,High,No,No,Yes,False,False,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1710,Law,Boundary,Yes,No,Yes,True,True,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1711,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1712,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1715,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1713,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1714,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1712,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1711,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1716,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1715,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1718,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1717,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1714,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1713,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1719,Law,Medium,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1720,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1715,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1717,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1718,Law,High,Yes,No,Yes,True,True,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1716,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1722,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1720,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1721,Law,Medium,Yes,No,Yes,True,True,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1719,Law,Medium,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1718,Law,High,Yes,No,Yes,True,True,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1717,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1716,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1724,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1723,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1720,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1722,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1719,Law,Medium,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1721,Law,Medium,Yes,No,Yes,True,True,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1725,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1724,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1723,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1722,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1721,Law,Medium,Yes,No,Yes,True,True,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1725,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1727,Law,Medium,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1726,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1728,Law,High,Yes,No,Yes,True,True,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1723,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1724,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1729,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1730,Law,High,No,No,Yes,False,False,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1727,Law,Medium,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1725,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1728,Law,High,Yes,No,Yes,True,True,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1726,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1729,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1730,Law,High,No,No,Yes,False,False,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1727,Law,Medium,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1731,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1732,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1728,Law,High,Yes,No,Yes,True,True,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1726,Law,High,Yes,No,Yes,True,True,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1733,Law,Medium,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1729,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1734,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1730,Law,High,No,No,Yes,False,False,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1731,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1732,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1735,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1733,Law,Medium,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1736,Law,Boundary,Yes,Yes,No,False,False,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1734,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1731,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1737,Law,Boundary,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1738,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1732,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1739,Law,Boundary,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1735,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1733,Law,Medium,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1734,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1736,Law,Boundary,Yes,Yes,No,False,False,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1740,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1737,Law,Boundary,Yes,No,Yes,True,True,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1738,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1739,Law,Boundary,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1735,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1741,Law,Medium,No,No,Yes,False,False,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1742,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1740,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1737,Law,Boundary,Yes,No,Yes,True,True,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1736,Law,Boundary,Yes,Yes,No,False,False,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1738,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1739,Law,Boundary,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1742,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1743,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1741,Law,Medium,No,No,Yes,False,False,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1744,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1740,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1558,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1742,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1745,Law,Medium,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1743,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1746,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1741,Law,Medium,No,No,Yes,False,False,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1744,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1749,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1558,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1747,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1746,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1744,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1745,Law,Medium,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1743,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1750,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1558,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1749,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1746,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1747,Law,High,Yes,No,Yes,True,True,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1748,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1752,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1751,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1745,Law,Medium,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1750,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1753,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1749,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1748,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1752,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1747,Law,High,Yes,No,Yes,True,True,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1754,Law,Medium,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1751,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1753,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1755,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1750,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1748,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1752,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1756,Law,High,Yes,No,Yes,True,True,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1754,Law,Medium,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1757,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1753,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1758,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1751,Law,High,No,No,No,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1755,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A3,q1754,Law,Medium,Yes,No,Yes,True,True,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1756,Law,High,Yes,No,Yes,True,True,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A0,q1759,Law,High,Yes,Yes,Yes,False,True,True,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1757,Law,High,Yes,No,Yes,True,True,False,,,0
Gemini-2.0-Flash,google/gemini-2.0-flash-001,A1,q1758,Law,High,Yes,No,Yes,True,True,False,,,0
